Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel
962.98,74,Small,03-02-2020,3,Cheese,Passion Cheese,808.24,77.68,62784.0832,Frozen,19-01-2020,28-02-2020,629,77.33,48640.57,Delhi,Online
827.56,87,Medium,27-06-2019,6,Curd,Mother Dairy,438.76,66.24,29063.4624,Refrigerated,14-06-2019,20-06-2019,251,62.63,15720.13,Gujarat,Wholesale
901.85,23,Small,20-05-2021,5,Ice Cream,Amul,437.31,53.62,23448.5622,Frozen,04-04-2021,28-04-2021,267,53.64,14321.88,Tamil Nadu,Retail
363.66,21,Medium,23-01-2021,4,Yogurt,Amul,228.11,46.01,10495.3411,Refrigerated,18-01-2021,14-02-2021,181,44.87,8121.47,Bihar,Wholesale
84.35,17,Small,14-08-2019,7,Lassi,Amul,867.48,44.82,38880.4536,Refrigerated,13-08-2019,26-08-2019,374,48.92,18296.08,Tamil Nadu,Wholesale
165.21,66,Medium,09-06-2022,1,Milk,Sudha,765.31,94.71,72482.5101,Tetra Pack,07-06-2022,04-07-2022,444,98.1,43556.4,Bihar,Online
916.26,52,Small,08-06-2019,3,Cheese,Amul,964.92,37.08,35779.2336,Refrigerated,26-05-2019,10-07-2019,872,41.32,36031.04,West Bengal,Retail
111.31,77,Medium,11-06-2019,10,Ghee,Mother Dairy,486.19,12.13,5897.4847,Ambient,30-05-2019,20-08-2019,224,13.31,2981.44,Jharkhand,Retail
537.38,21,Medium,01-01-2019,5,Ice Cream,Amul,404.93,79.28,32102.8504,Frozen,02-11-2018,24-11-2018,309,80.72,24942.48,Telangana,Wholesale
738.06,93,Small,18-01-2022,4,Yogurt,Amul,58.78,58.58,3443.3324,Frozen,28-11-2021,24-12-2021,55,54.33,2988.15,Tamil Nadu,Online
331.18,31,Small,10-03-2021,9,Paneer,Amul,336.66,50.63,17045.0958,Refrigerated,07-02-2021,20-02-2021,105,47.07,4942.35,West Bengal,Wholesale
415.77,72,Large,11-06-2021,2,Butter,Amul,182.92,40.48,7404.6016,Frozen,09-06-2021,15-07-2021,44,39.46,1736.24,Karnataka,Online
857.24,22,Large,14-12-2021,9,Paneer,Raj,304.07,23.07,7014.8949,Refrigerated,08-11-2021,20-11-2021,137,21.25,2911.25,Delhi,Retail
540.82,72,Large,20-11-2022,3,Cheese,Britannia Industries,577.95,13.65,7889.0175,Frozen,23-09-2022,21-11-2022,508,17.28,8778.24,Tamil Nadu,Retail
664.83,29,Small,12-03-2022,6,Curd,Amul,107.48,50.8,5459.984,Refrigerated,28-02-2022,06-03-2022,29,50.69,1470.01,Madhya Pradesh,Wholesale
322.16,70,Small,15-03-2021,3,Cheese,Dynamix Dairies,267.72,55.49,14855.7828,Refrigerated,14-01-2021,25-02-2021,246,53.29,13109.34,Maharashtra,Online
83.74,65,Large,11-08-2022,4,Yogurt,Dodla Dairy,532.02,29.72,15811.6344,Frozen,29-07-2022,24-08-2022,97,31.26,3032.22,West Bengal,Wholesale
937.95,31,Large,28-06-2022,4,Yogurt,Palle2patnam,886.1,56.71,50250.731,Refrigerated,29-04-2022,24-05-2022,591,57.83,34177.53,Kerala,Wholesale
104.2,85,Medium,19-12-2021,4,Yogurt,Dodla Dairy,281.54,10.86,3057.5244,Frozen,09-11-2021,06-12-2021,122,9.26,1129.72,Kerala,Wholesale
856.34,48,Large,16-11-2022,6,Curd,Amul,580.35,74.14,43027.149,Refrigerated,25-09-2022,30-09-2022,96,70.75,6792,Jharkhand,Wholesale
841,10,Small,25-10-2021,5,Ice Cream,Mother Dairy,36.21,52.82,1912.6122,Frozen,20-10-2021,17-11-2021,31,54.59,1692.29,Karnataka,Wholesale
288.84,98,Small,27-11-2019,7,Lassi,Raj,326.59,57.43,18756.0637,Refrigerated,16-10-2019,02-11-2019,27,57.25,1545.75,Madhya Pradesh,Retail
633.92,78,Large,16-09-2020,1,Milk,Amul,98.65,11.42,1126.583,Tetra Pack,06-08-2020,03-09-2020,53,6.78,359.34,Uttar Pradesh,Retail
195.49,55,Small,07-01-2022,2,Butter,Mother Dairy,312.97,63.49,19870.4653,Refrigerated,27-11-2021,06-01-2022,236,59.83,14119.88,Chandigarh,Retail
92.68,57,Medium,06-04-2021,3,Cheese,Passion Cheese,283.63,85.5,24250.365,Frozen,03-03-2021,22-05-2021,262,80.74,21153.88,Tamil Nadu,Wholesale
830.88,85,Large,02-12-2019,4,Yogurt,Palle2patnam,379.57,10.16,3856.4312,Refrigerated,25-11-2019,19-12-2019,25,14.56,364,West Bengal,Wholesale
304.17,42,Medium,10-07-2021,5,Ice Cream,Palle2patnam,740.5,48.4,35840.2,Frozen,27-06-2021,20-07-2021,87,51.9,4515.3,Delhi,Retail
985.12,62,Medium,28-11-2020,10,Ghee,Amul,111.61,26.19,2923.0659,Ambient,14-10-2020,20-12-2020,81,22.38,1812.78,Jharkhand,Wholesale
872.06,45,Small,09-12-2019,7,Lassi,Amul,216.12,62.3,13464.276,Refrigerated,26-11-2019,14-12-2019,192,64.54,12391.68,Bihar,Wholesale
566.13,53,Large,23-10-2020,2,Butter,Parag Milk Foods,878.28,89.5,78606.06,Frozen,03-09-2020,30-09-2020,272,92.79,25238.88,Chandigarh,Retail
277.62,52,Large,15-02-2020,2,Butter,Parag Milk Foods,979.51,62.15,60876.5465,Refrigerated,12-01-2020,08-02-2020,591,66,39006,Gujarat,Wholesale
441.14,25,Small,01-09-2020,1,Milk,Amul,678.02,50,33901,Polythene Packet,14-07-2020,15-07-2020,518,46.26,23962.68,Kerala,Retail
863.7,46,Medium,04-04-2019,7,Lassi,Amul,365.99,27.73,10148.9027,Refrigerated,03-04-2019,17-04-2019,181,30.55,5529.55,Maharashtra,Online
368.54,100,Medium,16-10-2022,8,Buttermilk,Amul,599.73,97.03,58191.8019,Refrigerated,10-10-2022,22-10-2022,291,96.88,28192.08,Delhi,Online
228.79,96,Medium,19-12-2022,5,Ice Cream,Palle2patnam,247.21,44.42,10981.0682,Frozen,28-11-2022,21-12-2022,61,40.7,2482.7,Haryana,Wholesale
679.06,55,Large,12-09-2021,5,Ice Cream,Dodla Dairy,746.77,26.74,19968.6298,Frozen,26-08-2021,23-09-2021,493,27.73,13670.89,Uttar Pradesh,Retail
368.22,88,Small,01-12-2022,9,Paneer,Mother Dairy,140.45,11.63,1633.4335,Refrigerated,11-10-2022,19-10-2022,47,10.46,491.62,Delhi,Online
97.07,27,Medium,20-08-2022,1,Milk,Amul,822.86,36.01,29631.1886,Polythene Packet,28-07-2022,30-07-2022,575,33.76,19412,Gujarat,Online
38.74,27,Large,03-02-2019,1,Milk,Raj,459.12,55.6,25527.072,Tetra Pack,23-01-2019,13-02-2019,409,53.42,21848.78,Madhya Pradesh,Retail
322.03,53,Large,04-12-2021,2,Butter,Amul,569.23,57.95,32986.8785,Refrigerated,29-10-2021,23-11-2021,318,62.6,19906.8,Chandigarh,Online
758.72,74,Small,20-08-2021,5,Ice Cream,Amul,787.46,50.55,39806.103,Frozen,13-07-2021,03-08-2021,547,51.2,28006.4,Maharashtra,Retail
903.98,63,Small,17-08-2022,4,Yogurt,Palle2patnam,460.26,69.57,32020.2882,Refrigerated,20-06-2022,20-07-2022,45,73.22,3294.9,Tamil Nadu,Wholesale
647.61,76,Medium,04-06-2019,8,Buttermilk,Amul,88.29,18.06,1594.5174,Refrigerated,08-04-2019,20-04-2019,3,18.56,55.68,Chandigarh,Online
696.29,61,Small,03-01-2022,6,Curd,Amul,894.4,89.67,80200.848,Refrigerated,29-11-2021,04-12-2021,501,90.14,45160.14,Haryana,Retail
865.37,12,Small,28-12-2022,2,Butter,Mother Dairy,242.49,79.64,19311.9036,Refrigerated,27-11-2022,28-12-2022,197,75.82,14936.54,Jharkhand,Wholesale
424.09,55,Large,23-12-2020,9,Paneer,Amul,545.27,98.79,53867.2233,Refrigerated,21-11-2020,02-12-2020,535,103.57,55409.95,Chandigarh,Wholesale
400.38,42,Large,01-09-2019,6,Curd,Sudha,213.49,12.06,2574.6894,Refrigerated,26-08-2019,31-08-2019,185,11.48,2123.8,Maharashtra,Online
659.41,48,Large,20-06-2019,9,Paneer,Amul,23.02,38.67,890.1834,Refrigerated,26-04-2019,03-05-2019,14,41.24,577.36,Haryana,Wholesale
413.04,13,Small,08-08-2020,2,Butter,Mother Dairy,601.27,20.58,12374.1366,Refrigerated,21-06-2020,17-07-2020,513,15.86,8136.18,Rajasthan,Wholesale
750.33,89,Large,06-06-2019,6,Curd,Sudha,725.99,14.12,10250.9788,Refrigerated,05-05-2019,11-05-2019,356,12.58,4478.48,Jharkhand,Online
338.79,44,Medium,28-04-2021,4,Yogurt,Palle2patnam,342.54,36.59,12533.5386,Refrigerated,20-04-2021,13-05-2021,279,31.65,8830.35,Delhi,Wholesale
886.01,67,Small,14-06-2020,8,Buttermilk,Amul,172.97,55.76,9644.8072,Refrigerated,26-04-2020,06-05-2020,135,53.77,7258.95,West Bengal,Wholesale
738.31,39,Large,16-05-2019,5,Ice Cream,Dodla Dairy,201.39,65.09,13108.4751,Frozen,12-04-2019,07-05-2019,20,60.37,1207.4,Bihar,Retail
446.34,62,Medium,23-06-2021,10,Ghee,Sudha,341.02,47.42,16171.1684,Ambient,30-04-2021,26-09-2021,264,50.18,13247.52,Telangana,Retail
976.07,19,Large,27-12-2021,6,Curd,Amul,313.13,90.14,28225.5382,Refrigerated,13-11-2021,18-11-2021,210,90.94,19097.4,Maharashtra,Wholesale
281.8,18,Large,07-04-2022,4,Yogurt,Amul,876.16,81.66,71547.2256,Refrigerated,10-02-2022,07-03-2022,478,76.78,36700.84,Rajasthan,Retail
592.36,74,Medium,23-05-2019,9,Paneer,Raj,960.56,41.89,40237.8584,Refrigerated,29-03-2019,11-04-2019,40,37.98,1519.2,Chandigarh,Retail
613.72,53,Large,14-07-2021,10,Ghee,Raj,993.38,46.25,45943.825,Ambient,06-07-2021,01-12-2021,416,45.14,18778.24,Bihar,Retail
394.61,89,Large,28-02-2020,1,Milk,Mother Dairy,355.32,64.34,22861.2888,Tetra Pack,15-01-2020,09-02-2020,137,65.93,9032.41,Karnataka,Retail
820.09,69,Medium,12-02-2020,6,Curd,Amul,81.26,16.92,1374.9192,Refrigerated,05-01-2020,11-01-2020,66,13.76,908.16,Chandigarh,Wholesale
270.36,31,Medium,01-07-2021,1,Milk,Mother Dairy,486.51,28.4,13816.884,Polythene Packet,12-05-2021,13-05-2021,26,25.07,651.82,Chandigarh,Online
285.23,99,Large,06-12-2022,7,Lassi,Mother Dairy,640.75,77.75,49818.3125,Refrigerated,16-10-2022,01-11-2022,390,78.57,30642.3,Maharashtra,Online
157.37,42,Small,21-06-2021,9,Paneer,Sudha,139.05,75.45,10491.3225,Refrigerated,18-06-2021,27-06-2021,4,73.94,295.76,Gujarat,Retail
230.29,34,Large,28-02-2020,7,Lassi,Mother Dairy,980.84,31.06,30464.8904,Refrigerated,23-02-2020,08-03-2020,269,30.7,8258.3,Uttar Pradesh,Online
730.84,46,Small,24-05-2019,10,Ghee,Amul,685.27,24.45,16754.8515,Ambient,06-04-2019,08-07-2019,572,21.67,12395.24,Telangana,Online
915.01,42,Large,27-05-2019,3,Cheese,Passion Cheese,732.5,66.21,48498.825,Refrigerated,28-03-2019,13-05-2019,635,61.7,39179.5,Tamil Nadu,Retail
291.07,50,Large,21-09-2021,7,Lassi,Raj,870.87,70.53,61422.4611,Refrigerated,18-08-2021,01-09-2021,559,68.38,38224.42,Chandigarh,Wholesale
738.15,33,Large,19-10-2020,2,Butter,Parag Milk Foods,720.82,75.26,54248.9132,Frozen,03-10-2020,29-10-2020,181,79.26,14346.06,West Bengal,Wholesale
629.75,59,Large,04-05-2021,7,Lassi,Mother Dairy,809.3,26.71,21616.403,Refrigerated,08-04-2021,20-04-2021,696,24.07,16752.72,Tamil Nadu,Online
415.89,24,Small,11-02-2021,2,Butter,Warana,934.25,83.89,78374.2325,Refrigerated,21-01-2021,27-02-2021,670,79.53,53285.1,Chandigarh,Online
150.72,70,Medium,03-03-2021,6,Curd,Raj,920.39,63.41,58361.9299,Refrigerated,11-02-2021,17-02-2021,571,66.93,38217.03,Telangana,Retail
132.91,92,Large,24-04-2022,3,Cheese,Amul,97.82,19.25,1883.035,Frozen,28-02-2022,10-05-2022,63,21.3,1341.9,Uttar Pradesh,Wholesale
690.98,94,Large,19-08-2022,4,Yogurt,Dodla Dairy,70.01,71.49,5005.0149,Refrigerated,13-07-2022,12-08-2022,16,66.89,1070.24,Kerala,Wholesale
538.37,67,Large,23-03-2020,9,Paneer,Mother Dairy,563.72,58.06,32729.5832,Refrigerated,19-02-2020,04-03-2020,46,60.83,2798.18,Chandigarh,Retail
769.93,26,Small,19-03-2020,2,Butter,Amul,489.85,21.89,10722.8165,Refrigerated,17-03-2020,23-04-2020,389,23.07,8974.23,West Bengal,Wholesale
425.32,11,Small,04-06-2020,4,Yogurt,Mother Dairy,28.96,35.95,1041.112,Frozen,01-06-2020,25-06-2020,23,36.17,831.91,Karnataka,Retail
547.16,20,Medium,08-05-2021,4,Yogurt,Palle2patnam,229.39,63.53,14573.1467,Refrigerated,25-04-2021,19-05-2021,182,66.75,12148.5,Uttar Pradesh,Online
535.42,59,Small,11-01-2021,10,Ghee,Amul,47.91,93.4,4474.794,Ambient,08-01-2021,01-05-2021,26,93.74,2437.24,Delhi,Wholesale
726.02,42,Large,18-05-2019,9,Paneer,Mother Dairy,540.25,85.75,46326.4375,Refrigerated,05-05-2019,12-05-2019,260,83.11,21608.6,Chandigarh,Online
52.25,13,Medium,04-04-2020,7,Lassi,Sudha,434.1,70.83,30747.303,Refrigerated,04-02-2020,17-02-2020,317,75.54,23946.18,Gujarat,Wholesale
536.76,40,Large,19-02-2020,10,Ghee,Mother Dairy,136.74,75.91,10379.9334,Ambient,13-02-2020,30-05-2020,87,77.85,6772.95,Uttar Pradesh,Wholesale
149.88,95,Small,06-08-2021,8,Buttermilk,Raj,293.82,14.17,4163.4294,Refrigerated,11-07-2021,25-07-2021,49,15.59,763.91,Chandigarh,Online
143.55,34,Large,06-07-2020,2,Butter,Amul,817.98,81.59,66738.9882,Frozen,02-07-2020,09-08-2020,86,76.85,6609.1,Delhi,Online
47.77,66,Small,10-05-2020,5,Ice Cream,Mother Dairy,34.18,27.51,940.2918,Frozen,09-05-2020,04-06-2020,2,30.13,60.26,Kerala,Wholesale
98.16,75,Small,23-06-2020,10,Ghee,Amul,418.72,78.95,33057.944,Ambient,11-05-2020,18-07-2020,94,75.33,7081.02,Bihar,Wholesale
397.19,40,Medium,01-11-2022,10,Ghee,Raj,155.56,52.05,8096.898,Ambient,15-09-2022,21-12-2022,33,51.82,1710.06,Kerala,Wholesale
299.87,20,Small,05-02-2019,10,Ghee,Mother Dairy,42.5,16.86,716.55,Ambient,22-12-2018,26-03-2019,37,17.44,645.28,Bihar,Retail
73.41,47,Medium,04-04-2020,2,Butter,Amul,609.88,48.7,29701.156,Refrigerated,29-02-2020,06-04-2020,537,46.76,25110.12,Delhi,Online
154.8,39,Large,15-04-2022,1,Milk,Raj,263.35,41.74,10992.229,Polythene Packet,27-03-2022,28-03-2022,198,44.16,8743.68,Karnataka,Online
490.54,42,Large,19-03-2020,2,Butter,Mother Dairy,325.28,50.71,16494.9488,Refrigerated,10-03-2020,13-04-2020,238,51.02,12142.76,Delhi,Online
617.13,27,Large,12-10-2022,5,Ice Cream,Amul,965.9,37.52,36240.568,Frozen,09-09-2022,01-10-2022,217,35.41,7683.97,Gujarat,Retail
44.36,54,Large,07-12-2019,2,Butter,Amul,867.42,68.58,59487.6636,Refrigerated,01-11-2019,05-12-2019,91,71.11,6471.01,Delhi,Retail
613.28,34,Small,01-01-2021,10,Ghee,Raj,444.64,22.1,9826.544,Ambient,22-11-2020,25-01-2021,392,26.86,10529.12,Telangana,Online
992.69,82,Medium,03-03-2020,8,Buttermilk,Mother Dairy,972.79,21.5,20914.985,Refrigerated,09-01-2020,17-01-2020,105,23.58,2475.9,Chandigarh,Retail
693.13,90,Medium,12-06-2021,8,Buttermilk,Sudha,537.13,87.11,46789.3943,Refrigerated,22-04-2021,04-05-2021,89,83.79,7457.31,Kerala,Online
913.95,41,Large,07-06-2019,3,Cheese,Britannia Industries,624.35,57.63,35981.2905,Refrigerated,22-05-2019,19-06-2019,343,59.72,20483.96,Madhya Pradesh,Online
394.11,67,Medium,24-08-2020,1,Milk,Mother Dairy,718.17,82.73,59414.2041,Tetra Pack,24-07-2020,15-08-2020,501,87.62,43897.62,Uttar Pradesh,Online
970.88,86,Medium,17-09-2020,1,Milk,Raj,741.09,45.84,33971.5656,Polythene Packet,27-07-2020,28-07-2020,221,46.28,10227.88,Madhya Pradesh,Retail
900.42,72,Large,24-12-2020,8,Buttermilk,Mother Dairy,23.41,50.12,1173.3092,Refrigerated,05-11-2020,15-11-2020,22,54.15,1191.3,Chandigarh,Retail
76.91,62,Small,17-12-2022,9,Paneer,Mother Dairy,621.44,26.38,16393.5872,Refrigerated,29-11-2022,11-12-2022,23,27.42,630.66,Kerala,Wholesale
52.45,68,Small,05-01-2020,8,Buttermilk,Sudha,371.74,44.34,16482.9516,Refrigerated,03-12-2019,13-12-2019,260,41.89,10891.4,Jharkhand,Online
264.93,86,Small,26-09-2020,1,Milk,Sudha,672.12,23.49,15788.0988,Polythene Packet,22-09-2020,24-09-2020,186,21.67,4030.62,Maharashtra,Retail
645.25,19,Medium,13-02-2019,4,Yogurt,Dodla Dairy,929.65,26.45,24589.2425,Frozen,01-02-2019,27-02-2019,387,22.28,8622.36,Delhi,Online
618.85,84,Large,17-01-2020,10,Ghee,Amul,382.56,81.77,31281.9312,Ambient,03-12-2019,02-03-2020,350,77.91,27268.5,Tamil Nadu,Online
354.03,97,Small,06-03-2022,2,Butter,Amul,54.9,12.62,692.838,Refrigerated,13-01-2022,07-02-2022,15,16.86,252.9,Gujarat,Wholesale
805.31,86,Large,08-10-2020,9,Paneer,Raj,81.82,29.49,2412.8718,Refrigerated,21-08-2020,30-08-2020,9,32.28,290.52,West Bengal,Wholesale
410.61,75,Large,28-02-2021,3,Cheese,Passion Cheese,300.73,73.03,21962.3119,Refrigerated,23-02-2021,11-04-2021,216,75.56,16320.96,Jharkhand,Wholesale
224.44,31,Small,12-12-2021,3,Cheese,Dynamix Dairies,470.34,29.12,13696.3008,Frozen,20-10-2021,25-12-2021,165,32.85,5420.25,Chandigarh,Wholesale
583.01,28,Medium,17-11-2021,9,Paneer,Raj,411.68,50.89,20950.3952,Refrigerated,05-10-2021,14-10-2021,211,48.09,10146.99,Chandigarh,Online
905.14,92,Small,09-11-2022,7,Lassi,Amul,177.78,51.43,9143.2254,Refrigerated,04-10-2022,20-10-2022,81,46.76,3787.56,Uttar Pradesh,Online
993.01,43,Medium,24-07-2019,2,Butter,Parag Milk Foods,411.02,16.88,6938.0176,Refrigerated,09-07-2019,13-08-2019,188,20.65,3882.2,Delhi,Retail
571.44,13,Medium,18-09-2019,10,Ghee,Mother Dairy,90.01,64.32,5789.4432,Ambient,03-09-2019,15-12-2019,11,66.37,730.07,Telangana,Wholesale
960.72,21,Small,28-07-2021,6,Curd,Raj,196.38,46.69,9168.9822,Refrigerated,12-06-2021,18-06-2021,128,42.86,5486.08,West Bengal,Wholesale
199.87,38,Small,12-01-2021,9,Paneer,Amul,223.5,17.23,3850.905,Refrigerated,24-11-2020,03-12-2020,170,17.02,2893.4,Jharkhand,Retail
500.05,60,Small,27-08-2022,6,Curd,Raj,694.07,23.18,16088.5426,Refrigerated,17-08-2022,22-08-2022,383,20.09,7694.47,Uttar Pradesh,Online
780.7,57,Small,05-06-2020,4,Yogurt,Mother Dairy,301.39,10.83,3264.0537,Refrigerated,17-04-2020,14-05-2020,156,11.51,1795.56,Uttar Pradesh,Retail
579.9,42,Large,08-05-2022,10,Ghee,Mother Dairy,260.24,32.25,8392.74,Ambient,16-04-2022,07-07-2022,208,31.11,6470.88,Delhi,Wholesale
441.25,25,Large,09-07-2019,9,Paneer,Mother Dairy,165.5,40.99,6783.845,Refrigerated,05-06-2019,16-06-2019,13,41.82,543.66,Delhi,Retail
423.48,80,Small,24-09-2019,2,Butter,Amul,344.91,75.72,26116.5852,Refrigerated,26-07-2019,28-08-2019,305,77.3,23576.5,Jharkhand,Wholesale
257.39,73,Large,22-03-2022,7,Lassi,Sudha,28.88,19.71,569.2248,Refrigerated,01-03-2022,18-03-2022,9,20.22,181.98,Tamil Nadu,Wholesale
939.81,26,Small,19-06-2022,6,Curd,Mother Dairy,590.08,33.93,20021.4144,Refrigerated,29-04-2022,06-05-2022,223,34.11,7606.53,Delhi,Wholesale
27.6,78,Large,20-02-2019,10,Ghee,Sudha,220.62,45.83,10111.0146,Ambient,06-01-2019,18-05-2019,24,41.18,988.32,West Bengal,Online
209.82,22,Large,21-11-2021,8,Buttermilk,Sudha,132.4,61.25,8109.5,Refrigerated,16-11-2021,25-11-2021,90,66.09,5948.1,Haryana,Online
925.83,75,Small,14-07-2019,6,Curd,Raj,790.38,22.63,17886.2994,Refrigerated,06-06-2019,13-06-2019,152,20.78,3158.56,Jharkhand,Wholesale
508.68,74,Medium,20-08-2021,1,Milk,Amul,575.67,57.16,32905.2972,Tetra Pack,24-07-2021,16-08-2021,410,57.25,23472.5,Madhya Pradesh,Retail
354.63,98,Medium,25-04-2022,8,Buttermilk,Raj,521.3,70.57,36788.141,Refrigerated,27-02-2022,06-03-2022,88,73.36,6455.68,Telangana,Online
409.57,49,Small,12-12-2019,6,Curd,Amul,220.91,37.58,8301.7978,Refrigerated,17-11-2019,24-11-2019,192,38.34,7361.28,Chandigarh,Online
988.11,48,Small,26-12-2020,1,Milk,Amul,669.53,24.31,16276.2743,Polythene Packet,11-12-2020,13-12-2020,630,21.65,13639.5,Uttar Pradesh,Online
331.07,91,Medium,16-04-2020,9,Paneer,Sudha,495.88,16.6,8231.608,Refrigerated,08-03-2020,20-03-2020,13,19.1,248.3,Uttar Pradesh,Retail
243.5,60,Medium,10-10-2019,6,Curd,Raj,80.82,65.49,5292.9018,Refrigerated,19-08-2019,26-08-2019,60,62.69,3761.4,Kerala,Retail
80.01,75,Medium,22-09-2019,2,Butter,Mother Dairy,797.04,63.75,50811.3,Frozen,27-07-2019,05-09-2019,608,60.29,36656.32,Rajasthan,Retail
913.03,94,Medium,15-06-2022,5,Ice Cream,Mother Dairy,384.22,94.25,36212.735,Frozen,20-05-2022,12-06-2022,355,96.86,34385.3,Gujarat,Online
438.61,98,Small,17-09-2022,6,Curd,Mother Dairy,337.52,26.19,8839.6488,Refrigerated,30-07-2022,06-08-2022,305,30.22,9217.1,Haryana,Wholesale
167.43,77,Large,19-08-2019,9,Paneer,Raj,600.06,26.43,15859.5858,Refrigerated,25-06-2019,04-07-2019,35,24.28,849.8,Rajasthan,Retail
551.96,80,Small,16-10-2022,9,Paneer,Sudha,536.83,88.7,47616.821,Refrigerated,14-09-2022,27-09-2022,138,90.67,12512.46,West Bengal,Retail
705.37,59,Medium,05-06-2021,1,Milk,Mother Dairy,720.55,42.58,30681.019,Tetra Pack,15-05-2021,14-06-2021,296,39.32,11638.72,Telangana,Wholesale
131.86,72,Small,06-04-2020,9,Paneer,Mother Dairy,653.82,56.8,37136.976,Refrigerated,12-02-2020,23-02-2020,500,53.14,26570,Jharkhand,Retail
765.02,27,Small,25-12-2019,5,Ice Cream,Amul,14.28,99.24,1417.1472,Frozen,04-11-2019,04-12-2019,3,96.24,288.72,Kerala,Online
230.32,82,Medium,15-03-2021,7,Lassi,Raj,864.34,21.65,18712.961,Refrigerated,05-03-2021,20-03-2021,702,18.25,12811.5,Maharashtra,Online
60.03,11,Large,18-11-2021,5,Ice Cream,Amul,654.51,90.27,59082.6177,Frozen,13-11-2021,07-12-2021,546,87.82,47949.72,Bihar,Wholesale
284.26,73,Large,19-07-2020,4,Yogurt,Mother Dairy,121.89,46.71,5693.4819,Refrigerated,16-06-2020,15-07-2020,68,43.73,2973.64,Uttar Pradesh,Retail
17.11,98,Medium,17-12-2022,8,Buttermilk,Sudha,159.84,76.07,12159.0288,Refrigerated,13-12-2022,21-12-2022,151,78.81,11900.31,Chandigarh,Retail
564.22,63,Large,07-11-2022,3,Cheese,Passion Cheese,194.13,24.61,4777.5393,Refrigerated,08-10-2022,05-01-2023,12,24.2,290.4,Haryana,Retail
782.98,98,Medium,15-10-2019,6,Curd,Sudha,925.44,25.84,23913.3696,Refrigerated,24-08-2019,30-08-2019,154,27.68,4262.72,Rajasthan,Online
740.18,98,Large,24-10-2021,9,Paneer,Raj,848.25,19.99,16956.5175,Refrigerated,06-09-2021,18-09-2021,517,23.36,12077.12,Delhi,Retail
346.91,94,Large,04-04-2021,8,Buttermilk,Raj,456.87,47.96,21911.4852,Refrigerated,20-03-2021,03-04-2021,390,47.82,18649.8,Telangana,Wholesale
167.83,61,Small,27-07-2021,7,Lassi,Sudha,747.42,48.4,36175.128,Refrigerated,06-07-2021,21-07-2021,252,52.24,13164.48,Maharashtra,Online
50.36,84,Medium,12-07-2019,7,Lassi,Mother Dairy,862.27,40.06,34542.5362,Refrigerated,05-07-2019,21-07-2019,839,42.08,35305.12,Delhi,Retail
838.55,23,Small,21-09-2021,2,Butter,Amul,153.72,60.37,9280.0764,Refrigerated,29-07-2021,01-09-2021,45,62.51,2812.95,Delhi,Retail
814.81,69,Large,11-05-2019,5,Ice Cream,Amul,477.87,60.48,28901.5776,Frozen,19-03-2019,12-04-2019,32,62.22,1991.04,West Bengal,Retail
557.37,85,Medium,23-07-2022,6,Curd,Raj,711.57,42.63,30334.2291,Refrigerated,31-05-2022,07-06-2022,650,39.89,25928.5,Jharkhand,Wholesale
321.15,96,Small,20-07-2020,9,Paneer,Raj,656.42,48.85,32066.117,Refrigerated,13-06-2020,21-06-2020,132,48.59,6413.88,Uttar Pradesh,Retail
174.51,78,Small,23-09-2019,10,Ghee,Sudha,670.96,57.52,38593.6192,Ambient,12-08-2019,19-10-2019,626,57.69,36113.94,Gujarat,Wholesale
286.51,39,Medium,06-02-2021,4,Yogurt,Dodla Dairy,19.99,90.88,1816.6912,Frozen,14-12-2020,07-01-2021,5,93.44,467.2,Chandigarh,Online
730.25,33,Medium,17-12-2021,3,Cheese,Amul,470.27,35.04,16478.2608,Refrigerated,21-11-2021,15-01-2022,138,32.97,4549.86,West Bengal,Wholesale
50.1,45,Large,11-07-2022,5,Ice Cream,Palle2patnam,527.61,61.72,32564.0892,Frozen,21-06-2022,14-07-2022,48,62.56,3002.88,Delhi,Retail
405.39,50,Medium,05-09-2021,7,Lassi,Raj,460.72,50.52,23275.5744,Refrigerated,30-08-2021,15-09-2021,218,46.01,10030.18,Jharkhand,Wholesale
860.31,47,Small,20-04-2020,4,Yogurt,Amul,601.43,78.88,47440.7984,Refrigerated,05-03-2020,27-03-2020,477,80.34,38322.18,Gujarat,Retail
288.31,16,Small,10-07-2022,6,Curd,Sudha,566.53,23.9,13540.067,Refrigerated,15-05-2022,22-05-2022,519,23.38,12134.22,Jharkhand,Online
961.66,37,Medium,07-07-2021,9,Paneer,Mother Dairy,736.28,33.08,24356.1424,Refrigerated,20-05-2021,03-06-2021,235,36.29,8528.15,Tamil Nadu,Online
364.69,72,Medium,10-03-2020,7,Lassi,Mother Dairy,711.66,32.37,23036.4342,Refrigerated,03-02-2020,18-02-2020,657,27.76,18238.32,Karnataka,Online
925.63,100,Large,17-06-2022,1,Milk,Amul,472.1,85.75,40482.575,Tetra Pack,03-05-2022,31-05-2022,425,89.06,37850.5,Uttar Pradesh,Retail
